TABLE_CATALOG	TABLE_SCHEMA	TABLE_NAME	COLUMN_NAME
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Column_Name_43
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Old_Value_43
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	New_Value_43
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Changed_Indicator_43
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Column_Name_44
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Old_Value_44
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	New_Value_44
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Changed_Indicator_44
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Column_Name_45
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Old_Value_45
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	New_Value_45
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Changed_Indicator_45
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Column_Name_46
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Old_Value_46
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	New_Value_46
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Changed_Indicator_46
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Column_Name_47
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Old_Value_47
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	New_Value_47
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Changed_Indicator_47
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Column_Name_48
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	Old_Value_48
nhspsedhdwprod	Reporting	V_EDH_Data_Changes_Snapshot_V1	New_Value_48
