TABLE_CATALOG	TABLE_SCHEMA	TABLE_NAME	COLUMN_NAME
AdventureWorks2014	Production	TransactionHistoryArchive	ProductID
AdventureWorks2014	Production	TransactionHistoryArchive	Quantity
AdventureWorks2014	Production	TransactionHistoryArchive	ReferenceOrderID
AdventureWorks2014	Production	TransactionHistoryArchive	ReferenceOrderLineID
AdventureWorks2014	Production	TransactionHistoryArchive	TransactionDate
AdventureWorks2014	Production	TransactionHistoryArchive	TransactionID
AdventureWorks2014	Production	TransactionHistoryArchive	TransactionType
AdventureWorks2014	Production	ProductSubcategory	ModifiedDate
AdventureWorks2014	Production	ProductSubcategory	Name
AdventureWorks2014	Production	ProductSubcategory	ProductCategoryID
AdventureWorks2014	Production	ProductSubcategory	ProductSubcategoryID
AdventureWorks2014	Production	ProductSubcategory	rowguid
AdventureWorks2014	Person	BusinessEntityAddress	AddressID
AdventureWorks2014	Person	BusinessEntityAddress	AddressTypeID
AdventureWorks2014	Person	BusinessEntityAddress	BusinessEntityID
AdventureWorks2014	Person	BusinessEntityAddress	ModifiedDate
AdventureWorks2014	Person	BusinessEntityAddress	rowguid
AdventureWorks2014	Purchasing	ProductVendor	AverageLeadTime
AdventureWorks2014	Purchasing	ProductVendor	BusinessEntityID
AdventureWorks2014	Purchasing	ProductVendor	LastReceiptCost
AdventureWorks2014	Purchasing	ProductVendor	LastReceiptDate
AdventureWorks2014	Purchasing	ProductVendor	MaxOrderQty
AdventureWorks2014	Purchasing	ProductVendor	MinOrderQty
AdventureWorks2014	Purchasing	ProductVendor	ModifiedDate
AdventureWorks2014	Purchasing	ProductVendor	OnOrderQty
AdventureWorks2014	Purchasing	ProductVendor	ProductID
AdventureWorks2014	Purchasing	ProductVendor	StandardPrice
AdventureWorks2014	Purchasing	ProductVendor	UnitMeasureCode
AdventureWorks2014	Person	BusinessEntityContact	BusinessEntityID
AdventureWorks2014	Person	BusinessEntityContact	ContactTypeID
AdventureWorks2014	Person	BusinessEntityContact	ModifiedDate
AdventureWorks2014	Person	BusinessEntityContact	PersonID
AdventureWorks2014	Person	BusinessEntityContact	rowguid
AdventureWorks2014	Production	UnitMeasure	ModifiedDate
AdventureWorks2014	Production	UnitMeasure	Name
AdventureWorks2014	Production	UnitMeasure	UnitMeasureCode
AdventureWorks2014	Purchasing	Vendor	AccountNumber
AdventureWorks2014	Purchasing	Vendor	ActiveFlag
AdventureWorks2014	Purchasing	Vendor	BusinessEntityID
AdventureWorks2014	Purchasing	Vendor	CreditRating
AdventureWorks2014	Purchasing	Vendor	ModifiedDate
AdventureWorks2014	Purchasing	Vendor	Name
AdventureWorks2014	Purchasing	Vendor	PreferredVendorStatus
AdventureWorks2014	Purchasing	Vendor	PurchasingWebServiceURL
AdventureWorks2014	Person	ContactType	ContactTypeID
AdventureWorks2014	Person	ContactType	ModifiedDate
AdventureWorks2014	Person	ContactType	Name
AdventureWorks2014	Sales	CountryRegionCurrency	CountryRegionCode
AdventureWorks2014	Sales	CountryRegionCurrency	CurrencyCode
AdventureWorks2014	Sales	CountryRegionCurrency	ModifiedDate
AdventureWorks2014	Person	CountryRegion	CountryRegionCode
AdventureWorks2014	Person	CountryRegion	ModifiedDate
AdventureWorks2014	Person	CountryRegion	Name
AdventureWorks2014	Production	WorkOrder	DueDate
AdventureWorks2014	Production	WorkOrder	EndDate
AdventureWorks2014	Production	WorkOrder	ModifiedDate
AdventureWorks2014	Production	WorkOrder	OrderQty
AdventureWorks2014	Production	WorkOrder	ProductID
AdventureWorks2014	Production	WorkOrder	ScrappedQty
AdventureWorks2014	Production	WorkOrder	ScrapReasonID
AdventureWorks2014	Production	WorkOrder	StartDate
AdventureWorks2014	Production	WorkOrder	StockedQty
AdventureWorks2014	Production	WorkOrder	WorkOrderID
AdventureWorks2014	Purchasing	PurchaseOrderDetail	DueDate
AdventureWorks2014	Purchasing	PurchaseOrderDetail	LineTotal
AdventureWorks2014	Purchasing	PurchaseOrderDetail	ModifiedDate
AdventureWorks2014	Purchasing	PurchaseOrderDetail	OrderQty
AdventureWorks2014	Purchasing	PurchaseOrderDetail	ProductID
AdventureWorks2014	Purchasing	PurchaseOrderDetail	PurchaseOrderDetailID
AdventureWorks2014	Purchasing	PurchaseOrderDetail	PurchaseOrderID
AdventureWorks2014	Purchasing	PurchaseOrderDetail	ReceivedQty
AdventureWorks2014	Purchasing	PurchaseOrderDetail	RejectedQty
AdventureWorks2014	Purchasing	PurchaseOrderDetail	StockedQty
AdventureWorks2014	Purchasing	PurchaseOrderDetail	UnitPrice
AdventureWorks2014	Sales	CreditCard	CardNumber
AdventureWorks2014	Sales	CreditCard	CardType
AdventureWorks2014	Sales	CreditCard	CreditCardID
AdventureWorks2014	Sales	CreditCard	ExpMonth
AdventureWorks2014	Sales	CreditCard	ExpYear
AdventureWorks2014	Sales	CreditCard	ModifiedDate
AdventureWorks2014	Production	Culture	CultureID
AdventureWorks2014	Production	Culture	ModifiedDate
AdventureWorks2014	Production	Culture	Name
AdventureWorks2014	Production	WorkOrderRouting	ActualCost
AdventureWorks2014	Production	WorkOrderRouting	ActualEndDate
AdventureWorks2014	Production	WorkOrderRouting	ActualResourceHrs
AdventureWorks2014	Production	WorkOrderRouting	ActualStartDate
AdventureWorks2014	Production	WorkOrderRouting	LocationID
AdventureWorks2014	Production	WorkOrderRouting	ModifiedDate
AdventureWorks2014	Production	WorkOrderRouting	OperationSequence
AdventureWorks2014	Production	WorkOrderRouting	PlannedCost
AdventureWorks2014	Production	WorkOrderRouting	ProductID
AdventureWorks2014	Production	WorkOrderRouting	ScheduledEndDate
AdventureWorks2014	Production	WorkOrderRouting	ScheduledStartDate
AdventureWorks2014	Production	WorkOrderRouting	WorkOrderID
AdventureWorks2014	Sales	Currency	CurrencyCode
AdventureWorks2014	Sales	Currency	ModifiedDate
AdventureWorks2014	Sales	Currency	Name
AdventureWorks2014	Purchasing	PurchaseOrderHeader	EmployeeID
AdventureWorks2014	Purchasing	PurchaseOrderHeader	Freight
AdventureWorks2014	Purchasing	PurchaseOrderHeader	ModifiedDate
AdventureWorks2014	Purchasing	PurchaseOrderHeader	OrderDate
AdventureWorks2014	Purchasing	PurchaseOrderHeader	PurchaseOrderID
AdventureWorks2014	Purchasing	PurchaseOrderHeader	RevisionNumber
AdventureWorks2014	Purchasing	PurchaseOrderHeader	ShipDate
AdventureWorks2014	Purchasing	PurchaseOrderHeader	ShipMethodID
AdventureWorks2014	Purchasing	PurchaseOrderHeader	Status
AdventureWorks2014	Purchasing	PurchaseOrderHeader	SubTotal
AdventureWorks2014	Purchasing	PurchaseOrderHeader	TaxAmt
AdventureWorks2014	Purchasing	PurchaseOrderHeader	TotalDue
AdventureWorks2014	Purchasing	PurchaseOrderHeader	VendorID
AdventureWorks2014	Sales	CurrencyRate	AverageRate
AdventureWorks2014	Sales	CurrencyRate	CurrencyRateDate
AdventureWorks2014	Sales	CurrencyRate	CurrencyRateID
AdventureWorks2014	Sales	CurrencyRate	EndOfDayRate
AdventureWorks2014	Sales	CurrencyRate	FromCurrencyCode
AdventureWorks2014	Sales	CurrencyRate	ModifiedDate
AdventureWorks2014	Sales	CurrencyRate	ToCurrencyCode
AdventureWorks2014	Sales	Customer	AccountNumber
AdventureWorks2014	Sales	Customer	CustomerID
AdventureWorks2014	Sales	Customer	ModifiedDate
AdventureWorks2014	Sales	Customer	PersonID
AdventureWorks2014	Sales	Customer	rowguid
AdventureWorks2014	Sales	Customer	StoreID
AdventureWorks2014	Sales	Customer	TerritoryID
AdventureWorks2014	HumanResources	Department	DepartmentID
AdventureWorks2014	HumanResources	Department	GroupName
AdventureWorks2014	HumanResources	Department	ModifiedDate
AdventureWorks2014	HumanResources	Department	Name
AdventureWorks2014	Production	Document	ChangeNumber
AdventureWorks2014	Production	Document	Document
AdventureWorks2014	Production	Document	DocumentLevel
AdventureWorks2014	Production	Document	DocumentNode
AdventureWorks2014	Production	Document	DocumentSummary
AdventureWorks2014	Production	Document	FileExtension
AdventureWorks2014	Production	Document	FileName
AdventureWorks2014	Production	Document	FolderFlag
AdventureWorks2014	Production	Document	ModifiedDate
AdventureWorks2014	Production	Document	Owner
AdventureWorks2014	Production	Document	Revision
AdventureWorks2014	Production	Document	rowguid
AdventureWorks2014	Production	Document	Status
AdventureWorks2014	Production	Document	Title
AdventureWorks2014	Sales	SalesOrderDetail	CarrierTrackingNumber
AdventureWorks2014	Sales	SalesOrderDetail	LineTotal
AdventureWorks2014	Sales	SalesOrderDetail	ModifiedDate
AdventureWorks2014	Sales	SalesOrderDetail	OrderQty
AdventureWorks2014	Sales	SalesOrderDetail	ProductID
AdventureWorks2014	Sales	SalesOrderDetail	rowguid
AdventureWorks2014	Sales	SalesOrderDetail	SalesOrderDetailID
AdventureWorks2014	Sales	SalesOrderDetail	SalesOrderID
AdventureWorks2014	Sales	SalesOrderDetail	SpecialOfferID
AdventureWorks2014	Sales	SalesOrderDetail	UnitPrice
AdventureWorks2014	Sales	SalesOrderDetail	UnitPriceDiscount
AdventureWorks2014	Person	EmailAddress	BusinessEntityID
AdventureWorks2014	Person	EmailAddress	EmailAddress
AdventureWorks2014	Person	EmailAddress	EmailAddressID
AdventureWorks2014	Person	EmailAddress	ModifiedDate
AdventureWorks2014	Person	EmailAddress	rowguid
AdventureWorks2014	HumanResources	Employee	BirthDate
AdventureWorks2014	HumanResources	Employee	BusinessEntityID
AdventureWorks2014	HumanResources	Employee	CurrentFlag
AdventureWorks2014	HumanResources	Employee	Gender
AdventureWorks2014	HumanResources	Employee	HireDate
AdventureWorks2014	HumanResources	Employee	JobTitle
AdventureWorks2014	HumanResources	Employee	LoginID
AdventureWorks2014	HumanResources	Employee	MaritalStatus
AdventureWorks2014	HumanResources	Employee	ModifiedDate
AdventureWorks2014	HumanResources	Employee	NationalIDNumber
AdventureWorks2014	HumanResources	Employee	OrganizationLevel
AdventureWorks2014	HumanResources	Employee	OrganizationNode
AdventureWorks2014	HumanResources	Employee	rowguid
AdventureWorks2014	HumanResources	Employee	SalariedFlag
AdventureWorks2014	HumanResources	Employee	SickLeaveHours
AdventureWorks2014	HumanResources	Employee	VacationHours
AdventureWorks2014	Sales	SalesOrderHeader	AccountNumber
AdventureWorks2014	Sales	SalesOrderHeader	BillToAddressID
AdventureWorks2014	Sales	SalesOrderHeader	Comment
AdventureWorks2014	Sales	SalesOrderHeader	CreditCardApprovalCode
AdventureWorks2014	Sales	SalesOrderHeader	CreditCardID
AdventureWorks2014	Sales	SalesOrderHeader	CurrencyRateID
AdventureWorks2014	Sales	SalesOrderHeader	CustomerID
AdventureWorks2014	Sales	SalesOrderHeader	DueDate
AdventureWorks2014	Sales	SalesOrderHeader	Freight
AdventureWorks2014	Sales	SalesOrderHeader	ModifiedDate
AdventureWorks2014	Sales	SalesOrderHeader	OnlineOrderFlag
AdventureWorks2014	Sales	SalesOrderHeader	OrderDate
AdventureWorks2014	Sales	SalesOrderHeader	PurchaseOrderNumber
AdventureWorks2014	Sales	SalesOrderHeader	RevisionNumber
AdventureWorks2014	Sales	SalesOrderHeader	rowguid
AdventureWorks2014	Sales	SalesOrderHeader	SalesOrderID
AdventureWorks2014	Sales	SalesOrderHeader	SalesOrderNumber
AdventureWorks2014	Sales	SalesOrderHeader	SalesPersonID
AdventureWorks2014	Sales	SalesOrderHeader	ShipDate
AdventureWorks2014	Sales	SalesOrderHeader	ShipMethodID
AdventureWorks2014	Sales	SalesOrderHeader	ShipToAddressID
AdventureWorks2014	Sales	SalesOrderHeader	Status
AdventureWorks2014	Sales	SalesOrderHeader	SubTotal
AdventureWorks2014	Sales	SalesOrderHeader	TaxAmt
AdventureWorks2014	Sales	SalesOrderHeader	TerritoryID
AdventureWorks2014	Sales	SalesOrderHeader	TotalDue
AdventureWorks2014	HumanResources	EmployeeDepartmentHistory	BusinessEntityID
AdventureWorks2014	HumanResources	EmployeeDepartmentHistory	DepartmentID
AdventureWorks2014	HumanResources	EmployeeDepartmentHistory	EndDate
AdventureWorks2014	HumanResources	EmployeeDepartmentHistory	ModifiedDate
AdventureWorks2014	HumanResources	EmployeeDepartmentHistory	ShiftID
AdventureWorks2014	HumanResources	EmployeeDepartmentHistory	StartDate
AdventureWorks2014	HumanResources	EmployeePayHistory	BusinessEntityID
AdventureWorks2014	HumanResources	EmployeePayHistory	ModifiedDate
AdventureWorks2014	HumanResources	EmployeePayHistory	PayFrequency
AdventureWorks2014	HumanResources	EmployeePayHistory	Rate
AdventureWorks2014	HumanResources	EmployeePayHistory	RateChangeDate
AdventureWorks2014	Sales	SalesOrderHeaderSalesReason	ModifiedDate
AdventureWorks2014	Sales	SalesOrderHeaderSalesReason	SalesOrderID
AdventureWorks2014	Sales	SalesOrderHeaderSalesReason	SalesReasonID
AdventureWorks2014	Sales	SalesPerson	Bonus
AdventureWorks2014	Sales	SalesPerson	BusinessEntityID
AdventureWorks2014	Sales	SalesPerson	CommissionPct
AdventureWorks2014	Sales	SalesPerson	ModifiedDate
AdventureWorks2014	Sales	SalesPerson	rowguid
AdventureWorks2014	Sales	SalesPerson	SalesLastYear
AdventureWorks2014	Sales	SalesPerson	SalesQuota
AdventureWorks2014	Sales	SalesPerson	SalesYTD
AdventureWorks2014	Sales	SalesPerson	TerritoryID
AdventureWorks2014	Production	Illustration	Diagram
AdventureWorks2014	Production	Illustration	IllustrationID
AdventureWorks2014	Production	Illustration	ModifiedDate
AdventureWorks2014	HumanResources	JobCandidate	BusinessEntityID
AdventureWorks2014	HumanResources	JobCandidate	JobCandidateID
AdventureWorks2014	HumanResources	JobCandidate	ModifiedDate
AdventureWorks2014	HumanResources	JobCandidate	Resume
AdventureWorks2014	Production	Location	Availability
AdventureWorks2014	Production	Location	CostRate
AdventureWorks2014	Production	Location	LocationID
AdventureWorks2014	Production	Location	ModifiedDate
AdventureWorks2014	Production	Location	Name
AdventureWorks2014	Person	Password	BusinessEntityID
AdventureWorks2014	Person	Password	ModifiedDate
AdventureWorks2014	Person	Password	PasswordHash
AdventureWorks2014	Person	Password	PasswordSalt
AdventureWorks2014	Person	Password	rowguid
AdventureWorks2014	Sales	SalesPersonQuotaHistory	BusinessEntityID
AdventureWorks2014	Sales	SalesPersonQuotaHistory	ModifiedDate
AdventureWorks2014	Sales	SalesPersonQuotaHistory	QuotaDate
AdventureWorks2014	Sales	SalesPersonQuotaHistory	rowguid
AdventureWorks2014	Sales	SalesPersonQuotaHistory	SalesQuota
AdventureWorks2014	Person	Person	AdditionalContactInfo
AdventureWorks2014	Person	Person	BusinessEntityID
AdventureWorks2014	Person	Person	Demographics
AdventureWorks2014	Person	Person	EmailPromotion
AdventureWorks2014	Person	Person	FirstName
AdventureWorks2014	Person	Person	LastName
AdventureWorks2014	Person	Person	MiddleName
AdventureWorks2014	Person	Person	ModifiedDate
AdventureWorks2014	Person	Person	NameStyle
AdventureWorks2014	Person	Person	PersonType
AdventureWorks2014	Person	Person	rowguid
AdventureWorks2014	Person	Person	Suffix
AdventureWorks2014	Person	Person	Title
AdventureWorks2014	Sales	SalesReason	ModifiedDate
AdventureWorks2014	Sales	SalesReason	Name
AdventureWorks2014	Sales	SalesReason	ReasonType
AdventureWorks2014	Sales	SalesReason	SalesReasonID
AdventureWorks2014	Sales	SalesTaxRate	ModifiedDate
AdventureWorks2014	Sales	SalesTaxRate	Name
AdventureWorks2014	Sales	SalesTaxRate	rowguid
AdventureWorks2014	Sales	SalesTaxRate	SalesTaxRateID
AdventureWorks2014	Sales	SalesTaxRate	StateProvinceID
AdventureWorks2014	Sales	SalesTaxRate	TaxRate
AdventureWorks2014	Sales	SalesTaxRate	TaxType
AdventureWorks2014	Sales	PersonCreditCard	BusinessEntityID
AdventureWorks2014	Sales	PersonCreditCard	CreditCardID
AdventureWorks2014	Sales	PersonCreditCard	ModifiedDate
AdventureWorks2014	Person	vAdditionalContactInfo	BusinessEntityID
AdventureWorks2014	Person	vAdditionalContactInfo	City
AdventureWorks2014	Person	vAdditionalContactInfo	CountryRegion
AdventureWorks2014	Person	vAdditionalContactInfo	EMailAddress
AdventureWorks2014	Person	vAdditionalContactInfo	EMailSpecialInstructions
AdventureWorks2014	Person	vAdditionalContactInfo	EMailTelephoneNumber
AdventureWorks2014	Person	vAdditionalContactInfo	FirstName
AdventureWorks2014	Person	vAdditionalContactInfo	HomeAddressSpecialInstructions
